curricula,problem_set_name,question_id,academic_year,number_of_students,incorrect_count,percent_correct,correct_answer,first_common_wrong_answer,second_common_wrong_answer,third_common_wrong_answer,first_common_wrong_answer_count,second_common_wrong_answer_count,third_common_wrong_answer_count
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 8 Linear Functions (8.F.A.2, 8.F.A.3, 8.F.B.4)",1487453,18_19,132,54.0,59.84,"-2 , 0x-2 , 0x+-2","""0""","""2""","""4""",30.0,14.0,2.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 8 Linear Functions (8.F.A.2, 8.F.A.3, 8.F.B.4)",1487453,19_20,115,29.0,75.65,"-2 , 0x-2 , 0x+-2","""2""","""0""","""3""",8.0,5.0,3.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 8 Linear Functions (8.F.A.2, 8.F.A.3, 8.F.B.4)",1487455,18_19,130,54.0,59.23,2x-6,"""2x""","""2x+3""","""3x""",11.0,6.0,5.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 8 Linear Functions (8.F.A.2, 8.F.A.3, 8.F.B.4)",1487455,19_20,107,46.0,57.94,2x-6,"""2x""","""2x+3""","""2x+6""",10.0,7.0,2.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 8 Linear Functions (8.F.A.2, 8.F.A.3, 8.F.B.4)",1487457,18_19,131,53.0,60.3,-3x+5,"""-2x+5""","""3x+5""","""2x+5""",9.0,7.0,6.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 8 Linear Functions (8.F.A.2, 8.F.A.3, 8.F.B.4)",1487457,19_20,108,39.0,64.81,-3x+5,"""3x+5""","""-3x""","""-1/3x+5""",14.0,2.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 9 Linear Models (8.F.B.4),1488609,18_19,106,52.0,51.88,0.5,"""2.5""","""1""","""2""",7.0,6.0,6.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 9 Linear Models (8.F.B.4),1488609,19_20,71,25.0,66.19,0.5,"""2.5""","""1/6""","""0.4""",6.0,2.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.6 Lesson 1 Organizing Data (8.SP.A.1),1487451,18_19,105,65.0,39.04,720pi,"""320pi""","""240pi""","""240""",17.0,11.0,3.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.6 Lesson 1 Organizing Data (8.SP.A.1),1487451,19_20,112,32.0,72.32,720pi,"""240pi""","""320pi""","""720""",11.0,7.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.6 Lesson 4 Fitting a Line to Data (8.SP.A.1 8.SP.A.2),1487537,18_19,240,27.0,88.75,26,"""21.6""","""2""","""27""",13.0,2.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.6 Lesson 4 Fitting a Line to Data (8.SP.A.1 8.SP.A.2),1487537,19_20,140,26.0,82.14,26,"""21.6""","""31""","""154""",11.0,3.0,1.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.6 Lesson 4 Fitting a Line to Data (8.SP.A.1 8.SP.A.2),1487541,18_19,233,139.0,40.77,57,"""163""","""31""","""16""",62.0,17.0,10.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.6 Lesson 4 Fitting a Line to Data (8.SP.A.1 8.SP.A.2),1487541,19_20,133,76.0,43.6,57,"""163""","""31""","""145""",35.0,10.0,8.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.6 Lesson 4 Fitting a Line to Data (8.SP.A.1 8.SP.A.2),1487555,18_19,155,93.0,40.0,20.2,"""20""","""15""","""21""",22.0,11.0,7.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.6 Lesson 4 Fitting a Line to Data (8.SP.A.1 8.SP.A.2),1487555,19_20,115,71.0,39.13,20.2,"""20""","""15""","""20.5""",29.0,4.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 1 Exponent Review (6.EE.A.1),1494924,18_19,135,87.0,36.29,1/3,"""3""","""2""","""4""",38.0,22.0,5.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 1 Exponent Review (6.EE.A.1),1494924,19_20,214,119.0,44.85,1/3,"""3""","""2""","""1/2""",56.0,19.0,6.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 1 Exponent Review (6.EE.A.1),1494290,18_19,437,63.0,85.81,32,"""64""","""10""","""25""",21.0,9.0,5.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 1 Exponent Review (6.EE.A.1),1494290,19_20,230,38.0,83.91,32,"""64""","""10""","""2""",8.0,8.0,5.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 1 Exponent Review (6.EE.A.1),1494291,18_19,477,43.0,91.19,27,"""9""","""81""","""18""",15.0,12.0,8.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 1 Exponent Review (6.EE.A.1),1494291,19_20,241,25.0,90.04,27,"""81""","""9""","""12""",6.0,5.0,5.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 1 Exponent Review (6.EE.A.1),1494292,18_19,476,71.0,85.29,64,"""48""","""256""","""32""",26.0,12.0,9.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 1 Exponent Review (6.EE.A.1),1494292,19_20,238,28.0,88.65,64,"""48""","""256""","""32""",7.0,6.0,3.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 1 Exponent Review (6.EE.A.1),1494293,18_19,475,22.0,95.57,36,"""12""","""32""","""24""",9.0,4.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 1 Exponent Review (6.EE.A.1),1494293,19_20,238,15.0,94.11,36,"""12""","""32""",,10.0,4.0,
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 1 Exponent Review (6.EE.A.1),1494294,18_19,459,111.0,76.03,1/16,"""2""","""1/32""","""1/8""",41.0,11.0,11.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 1 Exponent Review (6.EE.A.1),1494294,19_20,234,50.0,79.05,1/16,"""2""","""1""","""1/8""",16.0,3.0,3.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 1 Exponent Review (6.EE.A.1),1494295,18_19,464,122.0,73.92,1/9,"""1/6""","""1/27""","""0.1""",36.0,10.0,9.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 1 Exponent Review (6.EE.A.1),1494295,19_20,237,51.0,78.9,1/9,"""1/6""","""0.11""","""0.1""",6.0,5.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 1 Exponent Review (6.EE.A.1),1494276,18_19,485,103.0,78.96,7^5,"""1^7""","""1^5""","""7^4""",24.0,19.0,15.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 1 Exponent Review (6.EE.A.1),1494276,19_20,245,68.0,72.65,7^5,"""1^7""","""7^4""","""1^5""",16.0,10.0,6.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 1 Exponent Review (6.EE.A.1),1494278,18_19,487,337.0,31.0,(4/5)^5,"""4/5^5""","""4/5 ^5""","""4/5^4""",287.0,6.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 1 Exponent Review (6.EE.A.1),1494278,19_20,247,161.0,35.22,(4/5)^5,"""4/5^5""","""1*4/5^5""","""4/565""",136.0,5.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 1 Exponent Review (6.EE.A.1),1494280,18_19,453,131.0,71.3,2^8,"""2^2""","""8^2""","""1^2""",25.0,19.0,13.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 1 Exponent Review (6.EE.A.1),1494280,19_20,230,68.0,70.86,2^8,"""2^7""","""1^8""","""8^2""",12.0,11.0,11.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 1 Exponent Review (6.EE.A.1),1494337,18_19,182,130.0,29.12,169.74,"""329.6""","""169.744""","""169.6""",38.0,18.0,14.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 1 Exponent Review (6.EE.A.1),1494337,19_20,192,144.0,25.52,169.74,"""164.8""","""160""","""164.80""",56.0,22.0,19.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 1 Exponent Review (6.EE.A.1),1494338,18_19,161,82.0,49.68,185.48,"""824""","""184""","""185.47""",12.0,8.0,7.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 1 Exponent Review (6.EE.A.1),1494338,19_20,194,85.0,56.7,185.48,"""824""","""184""","""185.5""",20.0,9.0,5.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 1 Exponent Review (6.EE.A.1),1494340,18_19,129,98.0,24.8,160(1.03)^30,"""388.36""","""1.03^30""","""4944""",26.0,9.0,9.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 1 Exponent Review (6.EE.A.1),1494340,19_20,192,118.0,39.06,160(1.03)^30,"""388.36""","""4944""","""1""",60.0,6.0,3.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 13 Definition of Scientific Notation (8.EE.A.4),1498676,17_18,50,24.0,52.0,1.47x10^4,"""1.4x10^4""","""1.4x10^3""","""1.4x10^2""",6.0,3.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 13 Definition of Scientific Notation (8.EE.A.4),1498676,18_19,351,118.0,66.66,1.47x10^4,"""14.7x10^3""","""1.47x10^5""","""147x10^2""",21.0,10.0,9.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 13 Definition of Scientific Notation (8.EE.A.4),1498676,19_20,105,49.0,54.28,1.47x10^4,"""1.47*10^4""","""147x10^2""","""1.47x10^3""",15.0,5.0,3.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 13 Definition of Scientific Notation (8.EE.A.4),1500644,17_18,46,12.0,76.08,3.8x10^12,"""3.8x10^11""","""3x10^12""","""2.8x10^12""",6.0,1.0,1.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 13 Definition of Scientific Notation (8.EE.A.4),1500644,18_19,239,34.0,86.19,3.8x10^12,"""3.8x10^11""","""3.8x10^13""","""3.8x10^9""",9.0,3.0,3.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 13 Definition of Scientific Notation (8.EE.A.4),1500645,18_19,414,187.0,55.07,9x10^-10,"""9x10^-9""","""9x10^10""","""0.9x10^-9""",40.0,38.0,15.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 13 Definition of Scientific Notation (8.EE.A.4),1500645,19_20,106,47.0,56.6,9x10^-10,"""9x10^10""","""9x10^-9""","""0.9x10^-10""",13.0,11.0,3.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 13 Definition of Scientific Notation (8.EE.A.4),1500639,18_19,349,138.0,60.74,8.3x10^-4,"""8.3x10^4""","""8.3x10^-5""","""8.3x10^-3""",47.0,17.0,7.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 13 Definition of Scientific Notation (8.EE.A.4),1500639,19_20,105,45.0,58.09,8.3x10^-4,"""8.3x10^4""","""8.3x10^-5""","""8.3x10^5""",10.0,5.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 13 Definition of Scientific Notation (8.EE.A.4),1500640,18_19,384,109.0,71.87,7.6x10^8,"""7.6x10^7""","""7.6x10^9""","""7.6x10^6""",30.0,8.0,6.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 13 Definition of Scientific Notation (8.EE.A.4),1500640,19_20,105,24.0,78.09,7.6x10^8,"""7.6x10^7""","""7.6*10^8""","""7.6x10^-8""",8.0,3.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 13 Definition of Scientific Notation (8.EE.A.4),1500641,17_18,48,21.0,58.33,3.8x10^-2,"""3.8x10^-3""","""3.8x10^4""","""3.8x10-2""",8.0,2.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 13 Definition of Scientific Notation (8.EE.A.4),1500641,18_19,284,78.0,72.88,3.8x10^-2,"""3.8x10^2""","""3.8x10^-3""","""3.8x10^3""",29.0,10.0,3.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 13 Definition of Scientific Notation (8.EE.A.4),1500641,19_20,107,31.0,71.96,3.8x10^-2,"""3.8x10^2""","""3.8x10^-3""","""3.8x10^3""",10.0,4.0,3.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 13 Definition of Scientific Notation (8.EE.A.4),1500642,18_19,225,52.0,77.33,3.8x10^-1,"""3.8x10^1""","""3.8x10^-2""","""3.8x10^0""",14.0,11.0,5.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 13 Definition of Scientific Notation (8.EE.A.4),1500642,19_20,106,24.0,78.3,3.8x10^-1,"""3.8x10^1""","""3.8x10^-2""","""3.8*10^-1""",9.0,4.0,3.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 13 Definition of Scientific Notation (8.EE.A.4),1500643,17_18,43,27.0,39.53,3.8x10^0,"""3.8x10""","""3.8x10^1""","""3.8x10^-1""",11.0,7.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 13 Definition of Scientific Notation (8.EE.A.4),1500643,18_19,235,105.0,55.74,3.8x10^0,"""3.8x10^1""","""3.8""",""".38x10^1""",34.0,20.0,9.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 13 Definition of Scientific Notation (8.EE.A.4),1500643,19_20,102,34.0,67.64,3.8x10^0,"""3.8x10^1""","""3.8""","""3.8x10""",8.0,4.0,3.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 13 Definition of Scientific Notation (8.EE.A.4),1500685,17_18,30,24.0,20.0,9x10^6,"""3x10^6""","""6x10^3""","""3x10^3""",11.0,5.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 13 Definition of Scientific Notation (8.EE.A.4),1500685,18_19,174,102.0,41.95,9x10^6,"""6x10^3""","""3x10^6""","""3x10^5""",30.0,24.0,7.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 13 Definition of Scientific Notation (8.EE.A.4),1500685,19_20,45,32.0,31.11,9x10^6,"""6x10^3""","""3x10^6""","""9x10^3""",8.0,5.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 13 Definition of Scientific Notation (8.EE.A.4),1500686,17_18,26,23.0,15.38,2.7x10^13,"""27x10^12""","""12x19^6""","""1.2x10^7""",10.0,1.0,1.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 13 Definition of Scientific Notation (8.EE.A.4),1500686,18_19,292,183.0,37.67,2.7x10^13,"""27x10^12""","""27x10^6""","""12x10^6""",35.0,27.0,20.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 14 Multiplying, Dividing, and Estimating with Scientific Notation (8.EE.A.1, 8.EE.A.3, 8.EE.A.4)",1500884,18_19,190,44.0,77.36,7.5x10^12,"""7.5*10^12""","""7.5x10^20""","""2.5x10^13""",7.0,4.0,4.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 14 Multiplying, Dividing, and Estimating with Scientific Notation (8.EE.A.1, 8.EE.A.3, 8.EE.A.4)",1500884,19_20,88,36.0,60.22,7.5x10^12,"""7.5*10^12""","""7.7265*10^5""","""7.7265×10^5""",17.0,1.0,1.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 14 Multiplying, Dividing, and Estimating with Scientific Notation (8.EE.A.1, 8.EE.A.3, 8.EE.A.4)",1500885,18_19,233,97.0,58.79,1.6x10^-5,"""1.6x10^-11""","""1.8x10^-5""","""1.6x10^-6""",27.0,8.0,5.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 14 Multiplying, Dividing, and Estimating with Scientific Notation (8.EE.A.1, 8.EE.A.3, 8.EE.A.4)",1500885,19_20,88,40.0,55.68,1.6x10^-5,"""1.6x10^-11""","""14.4x10^-5""","""1.8x10^-11""",11.0,3.0,2.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 14 Multiplying, Dividing, and Estimating with Scientific Notation (8.EE.A.1, 8.EE.A.3, 8.EE.A.4)",1500886,17_18,51,38.0,27.45,2x10^12,"""20x10^11""","""2x10^11""","""2.0x10^12""",15.0,5.0,3.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 14 Multiplying, Dividing, and Estimating with Scientific Notation (8.EE.A.1, 8.EE.A.3, 8.EE.A.4)",1500886,18_19,233,127.0,45.92,2x10^12,"""20x10^11""","""2x10^11""","""9x10^11""",77.0,7.0,6.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 14 Multiplying, Dividing, and Estimating with Scientific Notation (8.EE.A.1, 8.EE.A.3, 8.EE.A.4)",1500886,19_20,89,54.0,40.44,2x10^12,"""20x10^11""","""9x10^11""","""2x10^10""",38.0,3.0,2.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 14 Multiplying, Dividing, and Estimating with Scientific Notation (8.EE.A.1, 8.EE.A.3, 8.EE.A.4)",1500903,18_19,137,69.0,50.36,7x10^19,"""2.8x10^28""","""7x10^20""","""7x10^9""",7.0,4.0,3.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 14 Multiplying, Dividing, and Estimating with Scientific Notation (8.EE.A.1, 8.EE.A.3, 8.EE.A.4)",1500903,19_20,48,30.0,39.58,7x10^19,"""7*10^19""","""1.4*10^24""","""1.4*10^25""",7.0,2.0,1.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 15 Adding and Subtracting with Scientific Notation (8.EE.A.4),1501022,17_18,46,36.0,23.91,"1x10^5 , 1.0x10^5","""10x10^4""","""1*10^5""","""1 x 10^5""",9.0,4.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 15 Adding and Subtracting with Scientific Notation (8.EE.A.4),1501022,18_19,225,125.0,44.88,"1x10^5 , 1.0x10^5","""10x10^4""","""10^5""","""10x10^8""",48.0,13.0,6.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 2 Multiplying Powers of Ten (8.EE.A.1),1495025,18_19,624,69.0,89.1,10^12,"""10^27""","""10^11""","""10^2""",15.0,10.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 2 Multiplying Powers of Ten (8.EE.A.1),1495025,19_20,352,44.0,87.78,10^12,"""10^27""","""10^11""","""100^12""",10.0,8.0,6.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 2 Multiplying Powers of Ten (8.EE.A.1),1495079,18_19,341,157.0,54.25,100000,"""1000000""","""1,000,000""","""10000""",57.0,23.0,12.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 2 Multiplying Powers of Ten (8.EE.A.1),1495079,19_20,248,102.0,59.27,100000,"""1000000""","""1,000,000""","""10000""",44.0,11.0,7.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 2 Multiplying Powers of Ten (8.EE.A.1),1495080,18_19,347,73.0,79.25,1000000,"""100000""","""1000""","""100,000""",26.0,8.0,7.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 2 Multiplying Powers of Ten (8.EE.A.1),1495080,19_20,248,39.0,84.67,1000000,"""100000""","""10000""","""100,000""",11.0,4.0,3.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 2 Multiplying Powers of Ten (8.EE.A.1),1495081,18_19,339,180.0,47.19,10^5,"""10^6""","""10^4""","""10^3""",94.0,22.0,6.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 2 Multiplying Powers of Ten (8.EE.A.1),1495081,19_20,249,122.0,51.4,10^5,"""10^6""","""10^4""","""10^10""",55.0,13.0,7.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 2 Multiplying Powers of Ten (8.EE.A.1),1495158,18_19,337,77.0,77.44,10^6,"""10^5""","""10^10""","""10^7""",43.0,7.0,5.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 2 Multiplying Powers of Ten (8.EE.A.1),1495158,19_20,249,61.0,75.9,10^6,"""10^5""","""10^10""","""10^7""",25.0,5.0,5.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 2 Multiplying Powers of Ten (8.EE.A.1),1496702,18_19,166,49.0,71.08,3,"""6""","""4""","""5""",9.0,8.0,7.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.7 Lesson 2 Multiplying Powers of Ten (8.EE.A.1),1496702,19_20,222,49.0,78.37,3,"""4""","""6""","""1""",10.0,6.0,5.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 3 Powers of Powers of 10 (8.EE.A.1, 8.EE.A.4)",1496211,18_19,546,57.0,89.74,10^14,"""10^9""","""10^7""","""10^49""",29.0,3.0,3.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 3 Powers of Powers of 10 (8.EE.A.1, 8.EE.A.4)",1496211,19_20,215,61.0,72.09,10^14,"""10^9""","""10^49""","""100^49""",36.0,6.0,2.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 3 Powers of Powers of 10 (8.EE.A.1, 8.EE.A.4)",1496227,18_19,218,143.0,34.86,"1,000","""1""","""1,000,000""","""250,000""",22.0,20.0,20.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 3 Powers of Powers of 10 (8.EE.A.1, 8.EE.A.4)",1496227,19_20,171,116.0,32.74,"1,000","""250000""","""1""","""250,000""",27.0,27.0,14.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 3 Powers of Powers of 10 (8.EE.A.1, 8.EE.A.4)",1496229,18_19,208,110.0,47.59,100,"""1000""","""1,000""","""1000000""",25.0,16.0,14.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 3 Powers of Powers of 10 (8.EE.A.1, 8.EE.A.4)",1496229,19_20,157,59.0,63.05,100,"""1000""","""1,000""","""250000""",17.0,7.0,6.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 3 Powers of Powers of 10 (8.EE.A.1, 8.EE.A.4)",1496240,18_19,253,37.0,85.77,2,"""4""","""8""","""3""",15.0,6.0,5.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 3 Powers of Powers of 10 (8.EE.A.1, 8.EE.A.4)",1496240,19_20,119,17.0,86.55,2,"""8""","""3""","""6""",6.0,5.0,3.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 3 Powers of Powers of 10 (8.EE.A.1, 8.EE.A.4)",1496243,18_19,253,80.0,68.77,2^6,"""6^2""","""2^3""","""2^5""",15.0,9.0,6.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 3 Powers of Powers of 10 (8.EE.A.1, 8.EE.A.4)",1496243,19_20,117,34.0,71.79,2^6,"""6^2""","""1^6""","""12""",6.0,3.0,2.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 4 Dividing Powers of 10 (5.NF.B.5.b, 8.EE.A.1)",1496321,18_19,157,80.0,49.68,8-2g,"""4-(1/2)g""","""4-(3)g""","""8-3g""",16.0,6.0,4.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 4 Dividing Powers of 10 (5.NF.B.5.b, 8.EE.A.1)",1496321,19_20,101,51.0,50.49,8-2g,"""4-(1/2)g""","""8-(1/2)g""","""2-(1/2)g""",15.0,3.0,2.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 4 Dividing Powers of 10 (5.NF.B.5.b, 8.EE.A.1)",1496285,18_19,427,68.0,84.3,1,"""10""","""0""","""2""",38.0,28.0,1.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 4 Dividing Powers of 10 (5.NF.B.5.b, 8.EE.A.1)",1496285,19_20,293,122.0,58.7,1,"""0""","""10""","""11""",66.0,53.0,1.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 4 Dividing Powers of 10 (5.NF.B.5.b, 8.EE.A.1)",1496292,18_19,332,65.0,80.72,10^2,"""10^7""","""10^12""","""10^1""",18.0,8.0,5.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 4 Dividing Powers of 10 (5.NF.B.5.b, 8.EE.A.1)",1496292,19_20,282,48.0,83.33,10^2,"""10^7""","""10^12""","""10""",10.0,8.0,4.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 4 Dividing Powers of 10 (5.NF.B.5.b, 8.EE.A.1)",1496315,18_19,243,59.0,76.13,10^3,"""10^7""","""10^10""","""3""",14.0,13.0,4.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 4 Dividing Powers of 10 (5.NF.B.5.b, 8.EE.A.1)",1496315,19_20,202,47.0,77.22,10^3,"""10^7""","""10^2""","""10^10""",15.0,4.0,3.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 5 Negative Exponents with Powers of 10 (5.NBT.A.2, 8.EE.A.1)",1496344,18_19,374,73.0,80.74,10^-3,"""10^3""","""1/10^-3""","""10-3""",35.0,4.0,4.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.7 Lesson 5 Negative Exponents with Powers of 10 (5.NBT.A.2, 8.EE.A.1)",1496344,19_20,159,40.0,75.47,10^-3,"""10^3""","""1/10^-3""","""10^-2""",23.0,3.0,3.0
